158,120,262,184,0.483496
160,120,264,184,0.475580
166,119,270,183,0.479000
167,119,272,183,0.480561
173,119,278,183,0.466142
177,119,282,183,0.426127
180,118,285,182,0.423093
185,117,290,181,0.417496
186,115,291,179,0.429959
191,114,296,178,0.462107
192,113,297,177,0.466882
194,113,299,177,0.476133
195,113,300,177,0.454577
196,113,301,177,0.458317
197,114,302,178,0.445978
197,114,302,179,0.453330
198,113,303,178,0.459795
198,115,304,180,0.442585
195,115,301,180,0.429735
195,117,301,182,0.423551
192,119,298,184,0.415143
190,120,296,186,0.406148
188,123,294,189,0.408216
185,124,291,190,0.392611
185,127,291,193,0.393455
180,128,287,195,0.395040
180,129,287,196,0.395503
175,132,282,199,0.400904
174,133,282,200,0.399103
169,137,277,204,0.406380
168,138,275,204,0.411455
163,139,270,205,0.419976
163,141,270,207,0.426221
161,141,268,207,0.416579
162,143,268,209,0.418213
161,142,267,208,0.396918
159,141,265,207,0.398313
155,140,261,206,0.410090
153,139,259,205,0.410692
151,138,257,204,0.419596
149,136,255,202,0.416190
148,135,254,201,0.413785
144,133,249,198,0.426856
143,132,248,197,0.423923
142,130,248,196,0.422516
137,129,243,195,0.411572
137,127,244,194,0.395936
135,126,242,193,0.394193
133,124,239,190,0.398134
132,123,238,189,0.416520
128,123,234,189,0.407278
126,123,232,189,0.401554
124,123,229,188,0.411544
124,124,229,189,0.408858
123,123,228,188,0.409921
124,124,229,189,0.423404
125,124,230,189,0.421722
125,124,230,189,0.429336
126,124,231,189,0.431053
128,124,233,189,0.434757
130,124,235,189,0.425883
134,123,239,188,0.427408
137,123,242,188,0.436197
139,122,245,188,0.435186
143,122,249,188,0.431249
145,121,250,186,0.432391
151,119,256,184,0.437119
154,119,259,184,0.459690
158,118,264,184,0.469376
162,116,267,182,0.457221
164,114,269,180,0.464795
167,111,272,176,0.465072
171,109,275,173,0.466990
175,107,279,171,0.466083
176,103,280,167,0.470810
178,102,282,166,0.459958
178,100,282,164,0.461784
179,99,283,163,0.453497
179,99,283,163,0.443484
179,99,283,163,0.439304
180,100,284,164,0.445625
179,101,285,166,0.439509
179,101,286,166,0.447297
177,101,285,167,0.436130
177,102,286,169,0.430108
177,103,285,169,0.438222
178,105,285,171,0.445808
178,106,284,172,0.431623
180,107,286,173,0.417273
178,108,284,174,0.417726
180,108,286,174,0.417297
180,109,286,175,0.412112
179,110,285,176,0.408422
180,111,285,176,0.450575
179,112,284,177,0.459134
180,113,285,178,0.472190
182,114,287,179,0.479814
182,114,287,179,0.460277
178,115,281,178,0.481988
178,115,281,178,0.500705
180,116,282,179,0.487489
179,117,281,180,0.489092
180,117,282,180,0.476243
180,118,282,181,0.457593
181,118,283,181,0.466523
181,118,283,181,0.466731
181,118,283,181,0.469646
181,118,283,181,0.471684
182,119,284,182,0.470879
182,118,284,181,0.479107
182,119,284,182,0.483324
183,119,285,182,0.481993
182,119,284,182,0.486225
183,120,285,183,0.471605
180,119,282,182,0.485417
179,119,281,182,0.502429
177,119,279,182,0.498899
174,120,276,183,0.499012
173,120,275,183,0.483990
170,121,272,184,0.486829
167,121,269,184,0.482976
165,121,267,184,0.486449
164,122,266,185,0.483190
164,121,266,184,0.460617
162,122,264,185,0.455402
160,122,262,185,0.439736
158,123,260,186,0.436180
157,123,259,186,0.424366
154,123,257,186,0.434703
152,123,256,186,0.438877
150,123,254,186,0.421880
148,125,252,188,0.417293
145,124,249,187,0.407422
143,125,247,188,0.420497
140,125,244,188,0.435950
139,125,243,188,0.440899
136,126,240,189,0.437856
134,126,238,189,0.429920
131,126,235,189,0.431242
128,127,232,190,0.426273
127,126,232,189,0.413216
125,128,230,191,0.408269
123,127,227,190,0.408815
122,128,225,190,0.401582
117,128,221,191,0.409502
116,127,220,190,0.406721
113,128,218,191,0.395931
109,127,215,190,0.394752
108,128,214,191,0.399052
104,128,210,191,0.404089
103,127,209,190,0.410479
99,128,205,191,0.417784
97,128,203,191,0.413127
93,129,199,192,0.417978
90,128,196,191,0.416140
88,129,194,192,0.420537
85,128,192,191,0.423002
84,128,191,191,0.414186
81,129,188,192,0.414468
78,128,185,191,0.411731
77,129,184,192,0.410785
71,130,177,193,0.419218
70,130,176,193,0.412380
69,130,175,193,0.414442
67,130,173,193,0.415219
65,130,171,193,0.416700
62,131,168,194,0.419695
59,130,166,194,0.419127
57,131,164,195,0.409999
54,130,161,194,0.414907
53,130,160,194,0.420821
52,130,159,194,0.407585
51,130,159,194,0.407290
48,130,156,194,0.401134
48,130,156,194,0.420087
45,130,153,194,0.411354
44,129,152,193,0.414555
41,129,150,193,0.411992
39,128,148,192,0.421726
37,128,146,192,0.433726
35,128,144,192,0.436952
33,127,142,191,0.426984
31,127,140,191,0.425567
28,126,137,190,0.423033
27,125,137,189,0.431042
26,123,138,188,0.435870
27,121,139,186,0.439054
28,120,140,185,0.441753
28,118,140,183,0.435186
30,116,142,181,0.436218
31,115,143,180,0.434498
32,113,145,178,0.431771
33,111,146,176,0.430599
34,109,147,174,0.417355
34,108,147,173,0.411744
36,105,150,170,0.393156
36,105,150,170,0.401964
36,104,150,169,0.395622
37,104,151,169,0.390446
36,104,150,169,0.375405
37,103,151,168,0.373209
37,104,151,169,0.376640
37,104,151,169,0.389732
39,105,153,170,0.401532
40,106,154,171,0.410089
40,106,154,171,0.405485
41,108,155,173,0.401537
41,108,155,173,0.391212
43,109,157,174,0.391544
43,110,157,175,0.382227
43,111,157,176,0.383775
46,113,160,178,0.386120
45,113,159,178,0.379446
48,115,162,180,0.372201
48,116,162,181,0.370969
49,117,163,182,0.368778
50,119,164,184,0.367597
50,120,164,185,0.370827
54,122,167,186,0.382744
54,122,167,186,0.376491
55,123,170,188,0.360032
55,124,170,189,0.361728
56,125,171,190,0.357948
57,126,172,191,0.356615
59,128,174,193,0.362655
60,129,175,194,0.363473
62,130,176,195,0.379880
60,130,175,196,0.389829
62,131,176,197,0.424391
65,133,177,199,0.414511
68,133,179,199,0.402243
69,134,180,201,0.403063
70,135,180,202,0.398784
71,136,181,203,0.392771
72,137,180,204,0.398027
72,138,179,204,0.408900
73,139,179,204,0.411508
73,140,179,205,0.408722
74,142,180,207,0.391119
76,143,181,207,0.384934
77,145,182,209,0.380123
79,146,183,209,0.405392
81,147,186,210,0.426756
80,149,185,212,0.418026
82,150,186,213,0.391964
82,152,186,215,0.388592
83,152,188,216,0.371937
85,153,190,217,0.372220
84,154,191,219,0.395085
85,154,193,219,0.404050
86,155,194,220,0.413998
87,156,195,221,0.419267
89,157,197,222,0.425665
91,158,198,223,0.431948
93,159,198,223,0.445362
96,161,198,223,0.430724
99,162,200,223,0.440973
102,164,201,224,0.446189
105,165,202,224,0.440435
115,167,211,225,0.463924
120,167,217,226,0.461848
132,169,228,228,0.437554
138,171,234,230,0.442911
150,171,247,231,0.457188
159,173,257,233,0.438119
168,173,266,233,0.455713
179,175,278,235,0.467583
179,175,278,235,0.467625
186,176,285,236,0.469385
198,176,296,235,0.459719
208,178,305,236,0.469208
227,179,324,237,0.459478
234,180,332,239,0.491932
234,180,332,239,0.491246
244,178,344,238,0.489902
253,178,354,239,0.476690
262,178,361,238,0.459839
273,177,373,237,0.417819
281,177,382,238,0.338589
291,175,392,236,0.434197
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
115,133,218,196,0.441565
113,131,217,195,0.435913
110,130,219,197,0.404136
107,128,221,198,0.395460
105,125,225,199,0.383533
105,125,225,199,0.383168
99,123,224,200,0.407247
98,122,223,199,0.403876
96,121,222,198,0.401996
95,120,222,198,0.399240
94,120,221,198,0.396317
93,118,221,197,0.390973
93,118,221,197,0.389282
90,117,219,197,0.386409
90,117,219,197,0.389084
89,117,218,197,0.385093
87,115,220,197,0.389763
76,121,179,184,0.493549
75,120,178,183,0.498244
75,120,178,183,0.496019
73,119,177,182,0.496800
71,118,175,181,0.504453
71,118,175,181,0.504253
66,118,170,181,0.501132
67,118,171,181,0.501010
62,117,167,181,0.509986
62,116,168,180,0.507107
60,116,166,180,0.502145
59,115,165,179,0.509768
59,115,165,179,0.511841
56,115,162,179,0.514413
55,113,161,177,0.510266
53,114,159,178,0.520704
51,113,157,177,0.528694
53,113,158,176,0.497177
53,113,158,176,0.442880
56,113,161,176,0.405558
59,113,163,176,0.412767
64,112,168,175,0.416678
69,112,174,175,0.444340
72,112,177,175,0.473541
76,112,181,175,0.504907
79,111,184,174,0.505474
83,111,188,174,0.482871
87,110,192,173,0.485366
91,110,196,173,0.484693
93,110,198,173,0.480905
99,109,204,172,0.481581
104,109,210,172,0.481627
109,108,215,171,0.484974
111,108,217,171,0.482246
113,107,219,170,0.488630
116,107,222,170,0.482760
118,106,224,169,0.481154
120,105,226,168,0.481920
122,106,228,169,0.484736
124,106,230,169,0.475643
126,106,232,169,0.477109
128,106,234,169,0.474113
131,106,238,169,0.471549
132,105,240,168,0.479965
135,105,243,168,0.482394
136,105,245,168,0.481643
139,104,248,168,0.477507
141,105,250,169,0.489719
141,104,251,169,0.489910
145,104,254,169,0.486900
146,105,254,170,0.483750
151,104,259,169,0.462476
153,106,260,171,0.454360
155,106,262,171,0.448197
157,106,264,171,0.448615
160,106,267,171,0.453463
163,105,269,170,0.448033
164,105,270,170,0.439553
165,105,270,170,0.436874
165,105,270,170,0.436530
161,105,266,170,0.430228
156,104,261,169,0.438003
149,104,254,169,0.432934
142,103,247,168,0.430401
135,102,241,168,0.426433
129,101,237,168,0.420501
124,102,232,169,0.445151
118,101,225,168,0.443053
113,101,220,168,0.444809
112,101,220,169,0.434129
112,101,221,170,0.423550
115,100,226,170,0.419787
122,98,235,170,0.438200
136,95,252,169,0.405368
148,92,271,171,0.392329
161,91,285,171,0.380305
176,89,303,171,0.382885
190,88,318,171,0.371013
203,87,332,171,0.386297
209,87,338,171,0.406919
213,86,342,170,0.417053
219,86,348,170,0.416649
222,86,351,170,0.413109
226,84,355,168,0.397597
228,85,357,169,0.412422
230,84,358,167,0.437675
243,84,370,166,0.451235
248,85,375,167,0.451378
257,85,383,167,0.451755
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
